Loading section: .text Start: 0x80000000 Size: 0x0000020c Initialized: true Flags: 110 Type: 1 
Loading section: .text._start Start: 0x8000020c Size: 0x00000014 Initialized: true Flags: 110 Type: 1 
Loading section: .data Start: 0x90000000 Size: 0x00000004 Initialized: true Flags: 11 Type: 1 
Loading section: .bss Start: 0xa0000000 Size: 0x00001004 Initialized: false Flags: 11 Type: 1000 
Loading section: .stack Start: 0xe0000000 Size: 0x00800000 Initialized: false Flags: 11 Type: 1000 
Loading section: .input Start: 0xaa000000 Size: 0x00002000 Initialized: false Flags: 11 Type: 1000 
Loading section: .registers Start: 0xf0000000 Size: 0x00000200 Initialized: false Flags: 11 Type: 1000 
PC: 0x80000000 Micro: 0 Opcode: 0x06054063 Key: blt
PC: 0x80000004 Micro: 0 Opcode: 0x0605c663 Key: blt
PC: 0x80000008 Micro: 0 Opcode: 0x00058613 Key: addi
PC: 0x8000000c Micro: 0 Opcode: 0x00050593 Key: addi
PC: 0x80000010 Micro: 0 Opcode: 0xfff00513 Key: addi
PC: 0x80000014 Micro: 0 Opcode: 0x02060c63 Key: beq
PC: 0x80000018 Micro: 0 Opcode: 0x00100693 Key: addi
PC: 0x8000001c Micro: 0 Opcode: 0x00b67a63 Key: bgeu
PC: 0x80000020 Micro: 0 Opcode: 0x00c05863 Key: bge
PC: 0x80000024 Micro: 0 Opcode: 0x00161613 Key: slli
PC: 0x80000028 Micro: 0 Opcode: 0x00169693 Key: slli
PC: 0x8000002c Micro: 0 Opcode: 0xfeb66ae3 Key: bltu
PC: 0x80000030 Micro: 0 Opcode: 0x00000513 Key: addi
PC: 0x80000034 Micro: 0 Opcode: 0x00c5e663 Key: bltu
PC: 0x80000038 Micro: 0 Opcode: 0x40c585b3 Key: sub
PC: 0x8000003c Micro: 0 Opcode: 0x00d56533 Key: or
PC: 0x80000040 Micro: 0 Opcode: 0x0016d693 Key: srli
PC: 0x80000044 Micro: 0 Opcode: 0x00165613 Key: srli
PC: 0x80000048 Micro: 0 Opcode: 0xfe0696e3 Key: bne
PC: 0x8000004c Micro: 0 Opcode: 0x00008067 Key: jalr
PC: 0x80000050 Micro: 0 Opcode: 0x00008293 Key: addi
PC: 0x80000054 Micro: 0 Opcode: 0xfb5ff0ef Key: jal
PC: 0x80000058 Micro: 0 Opcode: 0x00058513 Key: addi
PC: 0x8000005c Micro: 0 Opcode: 0x00028067 Key: jalr
PC: 0x80000060 Micro: 0 Opcode: 0x40a00533 Key: sub
PC: 0x80000064 Micro: 0 Opcode: 0x00b04863 Key: blt
PC: 0x80000068 Micro: 0 Opcode: 0x40b005b3 Key: sub
PC: 0x8000006c Micro: 0 Opcode: 0xf9dff06f Key: jal
PC: 0x80000070 Micro: 0 Opcode: 0x40b005b3 Key: sub
PC: 0x80000074 Micro: 0 Opcode: 0x00008293 Key: addi
PC: 0x80000078 Micro: 0 Opcode: 0xf91ff0ef Key: jal
PC: 0x8000007c Micro: 0 Opcode: 0x40a00533 Key: sub
PC: 0x80000080 Micro: 0 Opcode: 0x00028067 Key: jalr
PC: 0x80000084 Micro: 0 Opcode: 0x00008293 Key: addi
PC: 0x80000088 Micro: 0 Opcode: 0x0005ca63 Key: blt
PC: 0x8000008c Micro: 0 Opcode: 0x00054c63 Key: blt
PC: 0x80000090 Micro: 0 Opcode: 0xf79ff0ef Key: jal
PC: 0x80000094 Micro: 0 Opcode: 0x00058513 Key: addi
PC: 0x80000098 Micro: 0 Opcode: 0x00028067 Key: jalr
PC: 0x8000009c Micro: 0 Opcode: 0x40b005b3 Key: sub
PC: 0x800000a0 Micro: 0 Opcode: 0xfe0558e3 Key: bge
PC: 0x800000a4 Micro: 0 Opcode: 0x40a00533 Key: sub
PC: 0x800000a8 Micro: 0 Opcode: 0xf61ff0ef Key: jal
PC: 0x800000ac Micro: 0 Opcode: 0x40b00533 Key: sub
PC: 0x800000b0 Micro: 0 Opcode: 0x00028067 Key: jalr
PC: 0x800000b4 Micro: 0 Opcode: 0xfd010113 Key: addi
PC: 0x800000b8 Micro: 0 Opcode: 0x02812623 Key: sw_0
PC: 0x800000b8 Micro: 1 Opcode: 0x02812623 Key: sw_1
PC: 0x800000b8 Micro: 2 Opcode: 0x02812623 Key: sw_2
PC: 0x800000b8 Micro: 3 Opcode: 0x02812623 Key: sw_3
PC: 0x800000b8 Micro: 4 Opcode: 0x02812623 Key: sw_4
PC: 0x800000b8 Micro: 5 Opcode: 0x02812623 Key: sw_5
PC: 0x800000b8 Micro: 6 Opcode: 0x02812623 Key: sw_6
PC: 0x800000b8 Micro: 7 Opcode: 0x02812623 Key: sw_7
PC: 0x800000bc Micro: 0 Opcode: 0x03010413 Key: addi
PC: 0x800000c0 Micro: 0 Opcode: 0xfca42e23 Key: sw_0
PC: 0x800000c0 Micro: 1 Opcode: 0xfca42e23 Key: sw_1
PC: 0x800000c0 Micro: 2 Opcode: 0xfca42e23 Key: sw_2
PC: 0x800000c0 Micro: 3 Opcode: 0xfca42e23 Key: sw_3
